dateTime,S_in,S_out,SD,T_a,L_out,year,month,day,hour,minute,second
04-Jul-2025 16:00:00,713.633590479409,84.1792214608172,0,281.965694126121,373.070053054417,2025,7,4,16,0,0
04-Jul-2025 17:00:00,292.883934302014,32.9576012946101,0,280.957672342101,355.086758263098,2025,7,4,17,0,0
04-Jul-2025 18:00:00,38.8751014451427,0,0,279.918369132491,332.761020521192,2025,7,4,18,0,0
04-Jul-2025 19:00:00,28.6633856957068,0,0,279.224508125699,326.368917282955,2025,7,4,19,0,0
04-Jul-2025 20:00:00,13.6504570621939,0,0,279.110703588299,321.828299035484,2025,7,4,20,0,0
04-Jul-2025 21:00:00,0,0,0,278.877525279956,318.188807413431,2025,7,4,21,0,0
04-Jul-2025 22:00:00,0,0,0,279.217029346277,318.274870779875,2025,7,4,22,0,0
04-Jul-2025 23:00:00,0,0,0,279.037541385634,317.075385513326,2025,7,4,23,0,0
05-Jul-2025 00:00:00,0,0,0,279.121036243306,316.131409861741,2025,7,5,0,0,0
05-Jul-2025 01:00:00,0,0,0,278.398070634843,315.091868524793,2025,7,5,1,0,0
05-Jul-2025 02:00:00,0,0,0,278.216600622563,315.189170911873,2025,7,5,2,0,0
05-Jul-2025 03:00:00,0,0,0,278.049623896112,313.733360721871,2025,7,5,3,0,0
05-Jul-2025 04:00:00,0,0,0,277.391180336312,312.044410353304,2025,7,5,4,0,0
05-Jul-2025 05:00:00,0,0,0,277.043987299933,313.80676946212,2025,7,5,5,0,0
05-Jul-2025 06:00:00,0,0,0,277.581542895195,319.35629391977,2025,7,5,6,0,0
05-Jul-2025 07:00:00,51.3431172394271,0,0,277.706606526747,320.715312533907,2025,7,5,7,0,0
05-Jul-2025 08:00:00,77.2470933683507,8.56970517292321,0,277.910696410506,321.457987381454,2025,7,5,8,0,0
05-Jul-2025 09:00:00,137.118462760668,15.9004372807709,0,279.029155818668,325.245694203223,2025,7,5,9,0,0
05-Jul-2025 10:00:00,250.135358308518,26.1522726762,0,279.441134391801,337.45705412734,2025,7,5,10,0,0
05-Jul-2025 11:00:00,372.973956056317,42.6785882517695,0,279.582103610084,346.868914147239,2025,7,5,11,0,0
05-Jul-2025 12:00:00,591.895340013451,69.0987323972095,0,280.996699078786,359.005853493114,2025,7,5,12,0,0
05-Jul-2025 13:00:00,812.722054905624,99.1613795270439,0,282.093045510934,376.266363998214,2025,7,5,13,0,0
05-Jul-2025 14:00:00,898.606019803364,108.531786352374,0,283.011888396862,385.822584728624,2025,7,5,14,0,0
05-Jul-2025 15:00:00,877.103247437407,102.974112610761,0,282.639781106911,387.048617863566,2025,7,5,15,0,0
05-Jul-2025 16:00:00,691.969993469388,79.2730438052855,0,283.09176790845,379.043489054726,2025,7,5,16,0,0
05-Jul-2025 17:00:00,309.154630846476,33.612490562303,0,282.100211341549,362.825105070078,2025,7,5,17,0,0
05-Jul-2025 18:00:00,60.0702619368052,7.55936412431904,0,280.894608443742,338.399425603013,2025,7,5,18,0,0
05-Jul-2025 19:00:00,32.5689872446423,5.06965711335989,0,279.756549921131,329.553653996729,2025,7,5,19,0,0
05-Jul-2025 20:00:00,13.9346151531737,0,0,278.811614768775,323.966511177712,2025,7,5,20,0,0
05-Jul-2025 21:00:00,0,0,0,278.302799566781,320.052285103167,2025,7,5,21,0,0
05-Jul-2025 22:00:00,0,0,0,277.969804779089,317.009836922625,2025,7,5,22,0,0
05-Jul-2025 23:00:00,0,0,0,277.615825006358,317.119893734075,2025,7,5,23,0,0
06-Jul-2025 00:00:00,0,0,0,283.855476636226,334.100565742114,2025,7,6,0,0,0
06-Jul-2025 01:00:00,0,0,0,283.54041534395,333.251220074666,2025,7,6,1,0,0
06-Jul-2025 02:00:00,0,0,0,282.895322601984,331.088123887046,2025,7,6,2,0,0
06-Jul-2025 03:00:00,0,0,0,282.284369486259,329.624513617925,2025,7,6,3,0,0
06-Jul-2025 04:00:00,0,0,0,282.537910542635,330.307085999399,2025,7,6,4,0,0
06-Jul-2025 05:00:00,0,0,0,282.299848095019,328.818844302889,2025,7,6,5,0,0
06-Jul-2025 06:00:00,11.5402436279181,0,0,283.045616281034,330.915923622687,2025,7,6,6,0,0
06-Jul-2025 07:00:00,43.6481141225111,0,0,282.892875187396,331.803005996007,2025,7,6,7,0,0
06-Jul-2025 08:00:00,68.4708863143978,7.33369756477077,0,283.241342347083,335.509916688923,2025,7,6,8,0,0
06-Jul-2025 09:00:00,246.302536811011,32.7264911009757,0,284.145271283657,344.292352182457,2025,7,6,9,0,0
06-Jul-2025 10:00:00,557.646702374468,75.7992499499731,0,285.278360373032,367.163215074542,2025,7,6,10,0,0
06-Jul-2025 11:00:00,670.464548043284,88.9380039110323,0,286.522235790853,380.872549216607,2025,7,6,11,0,0
06-Jul-2025 12:00:00,645.505608695285,83.8959909151517,0,287.420927309457,386.351480109481,2025,7,6,12,0,0
06-Jul-2025 13:00:00,831.726114744334,104.97795725278,0,288.331218203363,398.281826162361,2025,7,6,13,0,0
06-Jul-2025 14:00:00,772.133174294787,94.3239543930737,0,288.659196950993,400.855272521815,2025,7,6,14,0,0
06-Jul-2025 15:00:00,765.997147554298,89.6670071969727,0,289.122783530145,399.564183561004,2025,7,6,15,0,0
06-Jul-2025 16:00:00,756.544976630998,87.5649898014378,0,287.837328839327,394.585988510164,2025,7,6,16,0,0
06-Jul-2025 17:00:00,417.019501127097,45.5026080623354,0,286.514893171954,379.246242159687,2025,7,6,17,0,0
06-Jul-2025 18:00:00,105.684881020383,10.3832123164438,0,283.257438020337,355.419023250344,2025,7,6,18,0,0
06-Jul-2025 19:00:00,70.2407315712046,6.22972945472535,0,282.371077606807,345.226603321572,2025,7,6,19,0,0
06-Jul-2025 20:00:00,35.133513198473,0,0,282.312305079994,338.540731585565,2025,7,6,20,0,0
06-Jul-2025 21:00:00,0,0,0,282.115195169837,332.813536005307,2025,7,6,21,0,0
06-Jul-2025 22:00:00,0,0,0,281.967653941723,330.660512295164,2025,7,6,22,0,0
06-Jul-2025 23:00:00,0,0,0,282.496379307029,332.518318005003,2025,7,6,23,0,0
07-Jul-2025 00:00:00,0,0,0,278.881043646642,327.222364948261,2025,7,7,0,0,0
07-Jul-2025 01:00:00,0,0,0,279.380831866965,327.285240372155,2025,7,7,1,0,0
07-Jul-2025 02:00:00,0,0,0,277.414103871656,327.445614435254,2025,7,7,2,0,0
07-Jul-2025 03:00:00,0,0,0,277.540612975801,327.143207454265,2025,7,7,3,0,0
07-Jul-2025 04:00:00,0,0,0,277.174017090985,327.812123899699,2025,7,7,4,0,0
07-Jul-2025 05:00:00,0,0,0,277.103346186066,327.593805403847,2025,7,7,5,0,0
07-Jul-2025 06:00:00,0,0,0,276.744030052894,326.693616300556,2025,7,7,6,0,0
07-Jul-2025 07:00:00,17.7166369572587,0,0,276.59485287686,327.215663556687,2025,7,7,7,0,0
07-Jul-2025 08:00:00,56.0238520584574,0,0,276.089996784961,324.409103968313,2025,7,7,8,0,0
07-Jul-2025 09:00:00,98.8099933472601,7.87024022834037,0,275.557556776756,324.365330480276,2025,7,7,9,0,0
07-Jul-2025 10:00:00,201.131030855396,16.7313126495027,0,275.787889076185,326.403249446865,2025,7,7,10,0,0
07-Jul-2025 11:00:00,264.994487394358,25.5199889520288,0,276.093715011191,331.664138905467,2025,7,7,11,0,0
07-Jul-2025 12:00:00,463.551501149639,49.5066513162087,0,276.317682335217,342.220466612322,2025,7,7,12,0,0
07-Jul-2025 13:00:00,525.994301004547,52.9282417810968,0,275.684512475125,340.955580224719,2025,7,7,13,0,0
07-Jul-2025 14:00:00,657.404096935527,80.4686245101547,0,276.150631736949,351.402197019005,2025,7,7,14,0,0
07-Jul-2025 15:00:00,253.390348948163,28.5513007522152,0,275.012160016647,334.930888417886,2025,7,7,15,0,0
07-Jul-2025 16:00:00,129.288131534146,11.6367193732379,0,274.310752695089,323.436748328615,2025,7,7,16,0,0
07-Jul-2025 17:00:00,78.6054066511676,7.51471129503614,0,273.895126453371,318.804380880038,2025,7,7,17,0,0
07-Jul-2025 18:00:00,38.4695350838797,0,0,273.495212117635,316.661044076304,2025,7,7,18,0,0
07-Jul-2025 19:00:00,17.8370899122476,0,0,272.904610688797,314.197677705522,2025,7,7,19,0,0
07-Jul-2025 20:00:00,0,0,0,272.682154600924,312.129071810436,2025,7,7,20,0,0
07-Jul-2025 21:00:00,0,0,0,272.148479562921,310.414776941025,2025,7,7,21,0,0
07-Jul-2025 22:00:00,0,0,0,271.603012159748,305.751492434381,2025,7,7,22,0,0
07-Jul-2025 23:00:00,0,0,0,271.553682342968,304.10619111936,2025,7,7,23,0,0
08-Jul-2025 00:00:00,0,0,0,278.65302936703,316.969490078979,2025,7,8,0,0,0
08-Jul-2025 01:00:00,0,0,0,277.79101344891,315.92809390088,2025,7,8,1,0,0
08-Jul-2025 02:00:00,0,0,0,277.917066616683,315.036992643263,2025,7,8,2,0,0
08-Jul-2025 03:00:00,0,0,0,277.624209870941,314.326840364872,2025,7,8,3,0,0
08-Jul-2025 04:00:00,0,0,0,277.967320047637,313.105983959885,2025,7,8,4,0,0
08-Jul-2025 05:00:00,0,0,0,278.454370706179,314.016348855335,2025,7,8,5,0,0
08-Jul-2025 06:00:00,9.24948328241408,0,0,278.728866110854,314.167511160591,2025,7,8,6,0,0
08-Jul-2025 07:00:00,21.9232052853857,5.96803365252583,0,278.881725682357,314.577035210284,2025,7,8,7,0,0
08-Jul-2025 08:00:00,35.9665227034319,5.9413507647394,0,279.169192071619,316.298295567188,2025,7,8,8,0,0
08-Jul-2025 09:00:00,237.886435681765,38.4361602575005,0,280.560085633,327.191792031436,2025,7,8,9,0,0
08-Jul-2025 10:00:00,611.65688454167,88.8692175449476,0,282.025611574503,356.081485067266,2025,7,8,10,0,0
08-Jul-2025 11:00:00,729.016219476544,103.242218085733,0,283.133072131544,372.473122888299,2025,7,8,11,0,0
08-Jul-2025 12:00:00,805.205123393324,113.286291015615,0,284.175556847933,383.420174428395,2025,7,8,12,0,0
08-Jul-2025 13:00:00,859.197318578679,117.781500165012,0,285.469304176058,389.788575107548,2025,7,8,13,0,0
08-Jul-2025 14:00:00,864.920681604115,113.637296589121,0,285.592653792251,390.080801142576,2025,7,8,14,0,0
08-Jul-2025 15:00:00,833.259396779439,104.859985683685,0,285.368816045447,388.205314324503,2025,7,8,15,0,0
08-Jul-2025 16:00:00,763.104429915217,93.0882756666971,0,285.719271172023,384.189548723355,2025,7,8,16,0,0
08-Jul-2025 17:00:00,576.208661801334,66.1127455394345,0,285.650889514589,377.663261515202,2025,7,8,17,0,0
08-Jul-2025 18:00:00,48.9612698188728,6.1655379200885,0,283.636091570127,349.251214426076,2025,7,8,18,0,0
08-Jul-2025 19:00:00,44.2166842105821,5.75429457807435,0,283.280521264334,339.009922221161,2025,7,8,19,0,0
08-Jul-2025 20:00:00,38.7216252837964,6.44287522330684,0,282.752846852141,333.853950037377,2025,7,8,20,0,0
08-Jul-2025 21:00:00,5.63824088829751,0,0,281.880190699433,330.69960385764,2025,7,8,21,0,0
08-Jul-2025 22:00:00,0,0,0,281.651656401225,328.1500605557,2025,7,8,22,0,0
08-Jul-2025 23:00:00,0,0,0,281.652665050098,327.747692301004,2025,7,8,23,0,0
09-Jul-2025 00:00:00,0,0,0,281.03149121641,325.511052854501,2025,7,9,0,0,0
09-Jul-2025 01:00:00,0,0,0,280.667679019128,323.864557098548,2025,7,9,1,0,0
09-Jul-2025 02:00:00,0,0,0,280.865656013568,323.233954208107,2025,7,9,2,0,0
09-Jul-2025 03:00:00,0,0,0,281.031839447426,322.254633067914,2025,7,9,3,0,0
09-Jul-2025 04:00:00,5.70031751332263,0,0,280.392599107369,320.409960739667,2025,7,9,4,0,0
09-Jul-2025 05:00:00,0,0,0,279.915071213805,319.447702235142,2025,7,9,5,0,0
09-Jul-2025 06:00:00,12.5159860939886,0,0,280.298095216397,319.917155142292,2025,7,9,6,0,0
09-Jul-2025 07:00:00,19.7479469337908,0,0,279.034328278144,318.855016162723,2025,7,9,7,0,0
09-Jul-2025 08:00:00,32.0031639157988,5.18482386005332,0,280.569729966447,321.033511789632,2025,7,9,8,0,0
09-Jul-2025 09:00:00,220.103193822289,31.0391517387238,0,281.427371703762,329.332017060441,2025,7,9,9,0,0
09-Jul-2025 10:00:00,598.011695006021,79.3217527767139,0,283.826758409483,363.378573635755,2025,7,9,10,0,0
09-Jul-2025 11:00:00,724.357550921284,90.6301325829531,0,285.473531044061,383.561126542533,2025,7,9,11,0,0
09-Jul-2025 12:00:00,825.330502430777,105.3102854768,0,285.557996675983,390.222988862568,2025,7,9,12,0,0
09-Jul-2025 13:00:00,895.192691034398,110.369577465105,0,286.701701102658,401.853618349605,2025,7,9,13,0,0
09-Jul-2025 14:00:00,831.432696080381,95.3302491255301,0,287.242183509634,405.353292736266,2025,7,9,14,0,0
09-Jul-2025 15:00:00,896.363660983475,98.4421965799112,0,287.625558962478,409.69983805431,2025,7,9,15,0,0
09-Jul-2025 16:00:00,692.450743638572,75.1393669619899,0,286.076574852435,395.662348513249,2025,7,9,16,0,0
09-Jul-2025 17:00:00,326.318551239507,35.1469548198975,0,285.280687846545,372.863196407695,2025,7,9,17,0,0
09-Jul-2025 18:00:00,169.94466009518,19.4852001801977,0,283.985992178816,357.062374762634,2025,7,9,18,0,0
09-Jul-2025 19:00:00,93.8711540428458,9.39509739821974,0,283.190292206382,346.521833929348,2025,7,9,19,0,0
09-Jul-2025 20:00:00,47.8231105604125,5.37372734407264,0,282.276036178919,338.675957554858,2025,7,9,20,0,0
09-Jul-2025 21:00:00,0,0,0,282.299627252386,335.858769524889,2025,7,9,21,0,0
09-Jul-2025 22:00:00,0,0,0,280.991010322706,334.301734855916,2025,7,9,22,0,0
09-Jul-2025 23:00:00,0,0,0,281.030380942142,334.446923059684,2025,7,9,23,0,0
10-Jul-2025 00:00:00,0,0,0,281.242038475484,331.399147638838,2025,7,10,0,0,0
10-Jul-2025 01:00:00,0,0,0,281.406800073052,330.959466202997,2025,7,10,1,0,0
10-Jul-2025 02:00:00,0,0,0,281.629736815508,330.285667128055,2025,7,10,2,0,0
10-Jul-2025 03:00:00,0,0,0,282.159127336501,330.006804903678,2025,7,10,3,0,0
10-Jul-2025 04:00:00,0,0,0,280.004729994609,328.081432960109,2025,7,10,4,0,0
10-Jul-2025 05:00:00,0,0,0,280.092089606223,328.221838927424,2025,7,10,5,0,0
10-Jul-2025 06:00:00,13.8476440749516,0,0,280.298884544584,329.302409912361,2025,7,10,6,0,0
10-Jul-2025 07:00:00,66.9523984075681,0,0,280.317234052388,331.495038384185,2025,7,10,7,0,0
10-Jul-2025 08:00:00,95.6955240660796,7.25045842437723,0,280.876815267869,332.402942765677,2025,7,10,8,0,0
10-Jul-2025 09:00:00,149.524163368146,14.1672116263391,0,282.432844071161,336.12464704866,2025,7,10,9,0,0
10-Jul-2025 10:00:00,582.049595953684,71.84716766467,0,283.683502677155,357.429609859241,2025,7,10,10,0,0
10-Jul-2025 11:00:00,738.274408523656,91.8882299477911,0,284.738341606288,375.499945171562,2025,7,10,11,0,0
10-Jul-2025 12:00:00,824.324503726918,102.244293076943,0,285.325787536813,382.746505131488,2025,7,10,12,0,0
10-Jul-2025 13:00:00,875.744108089313,105.620536512929,0,286.539530464167,392.485083030691,2025,7,10,13,0,0
10-Jul-2025 14:00:00,890.613095797911,100.667823617987,0,286.844483563803,397.34671721495,2025,7,10,14,0,0
10-Jul-2025 15:00:00,847.201701694301,92.4667606135078,0,287.152348046715,399.730823078053,2025,7,10,15,0,0
10-Jul-2025 16:00:00,780.523031255048,80.8597560556526,0,287.398428502412,397.673685997548,2025,7,10,16,0,0
10-Jul-2025 17:00:00,507.573476103563,48.5334492464273,0,287.343461235029,387.15367408871,2025,7,10,17,0,0
10-Jul-2025 18:00:00,50.1254733481565,5.87300004449065,0,284.690035666273,353.033274747138,2025,7,10,18,0,0
10-Jul-2025 19:00:00,42.7241662621911,5.16633746946529,0,283.614701180319,341.268620579016,2025,7,10,19,0,0
10-Jul-2025 20:00:00,29.4127538515834,6.28470399664534,0,283.169823939676,336.748417985176,2025,7,10,20,0,0
10-Jul-2025 21:00:00,10.5918418976235,0,0,283.244407878931,334.360103394295,2025,7,10,21,0,0
10-Jul-2025 22:00:00,0,0,0,282.694535786112,334.376755641368,2025,7,10,22,0,0
10-Jul-2025 23:00:00,0,0,0,282.014601254198,333.21593956801,2025,7,10,23,0,0
11-Jul-2025 00:00:00,0,0,0,283.435977628425,334.650108912784,2025,7,11,0,0,0
11-Jul-2025 01:00:00,0,0,0,283.939100580871,336.05064185314,2025,7,11,1,0,0
11-Jul-2025 02:00:00,0,0,0,283.726034972921,335.722365574072,2025,7,11,2,0,0
11-Jul-2025 03:00:00,0,0,0,283.105203740254,336.513980556936,2025,7,11,3,0,0
11-Jul-2025 04:00:00,0,0,0,283.994013104214,336.200367740185,2025,7,11,4,0,0
11-Jul-2025 05:00:00,0,0,0,283.005197611287,335.994921208012,2025,7,11,5,0,0
11-Jul-2025 06:00:00,0,0,0,283.636782280282,337.071982303498,2025,7,11,6,0,0
11-Jul-2025 07:00:00,7.68996327644351,0,0,284.058204615717,338.596590787429,2025,7,11,7,0,0
11-Jul-2025 08:00:00,44.6218678584666,0,0,284.743049370209,343.341276799388,2025,7,11,8,0,0
11-Jul-2025 09:00:00,52.0554432949747,5.48632576197926,0,284.673857881998,345.671670307061,2025,7,11,9,0,0
11-Jul-2025 10:00:00,34.9650654736084,0,0,281.453715319657,338.20343291196,2025,7,11,10,0,0
11-Jul-2025 11:00:00,60.3069583900191,0,0,279.312478372956,335.923295184501,2025,7,11,11,0,0
11-Jul-2025 12:00:00,134.545864027658,9.55473015249229,0,278.895345851229,335.81631011048,2025,7,11,12,0,0
11-Jul-2025 13:00:00,188.430688670169,13.7038353022747,0,278.469736379269,336.283983348932,2025,7,11,13,0,0
11-Jul-2025 14:00:00,477.586603009303,45.0536244947764,0,281.845930891618,353.684725579161,2025,7,11,14,0,0
11-Jul-2025 15:00:00,437.692284747074,46.0392619313937,0,282.866716587353,357.568769800241,2025,7,11,15,0,0
11-Jul-2025 16:00:00,320.711298956648,33.3436162228941,0,282.168784809779,357.13243913897,2025,7,11,16,0,0
